Mw,log(Rrup),log(focal_depth),log(VS30),focal_depth
3.85,7.072396454921013,7.0723285967784335,6.325075551448163,1178.89
3.85,6.600292179000899,6.60011536718941,6.265301212737709,735.18
3.85,7.011331203203494,7.011259071996798,6.1654178542314195,1109.05
3.85,6.4498541185240335,6.449616977495153,6.244166900663736,632.46
3.85,6.785192086559012,6.7850790411146225,6.168773562078393,884.55
3.85,6.7185782772312,6.718433276143438,6.215807378997674,827.52
3.85,7.00617878915823,7.006097221980816,6.019079714140955,1103.34
3.85,6.283779620616822,6.283424954419326,6.860454005864124,535.62
3.85,6.883339628034348,6.883237151168411,5.630494678886369,975.78
3.85,6.215707493865493,6.215307853536465,6.361129751084959,500.35
3.85,6.899914621202976,6.899823908655857,5.511410582008745,992.1
3.85,6.76626083669533,6.766134109314558,5.981919134264451,867.95
3.85,7.059918270379244,7.059849560155995,6.251903883165888,1164.27
3.85,6.522974762066805,6.522769040055294,6.1812581187406375,680.46
3.85,7.0229839438984945,7.022912648369585,5.799698531486027,1122.05
3.85,6.488383925699403,6.488155748907035,6.416241966248519,657.31
3.85,6.995280690500045,6.995198229497181,6.09852361940139,1091.38
3.85,6.927548102308689,6.927459862256472,5.977872593588515,1019.9
3.85,6.952336598377514,6.952250518868688,6.316803610736861,1045.5
3.85,7.035603050388342,7.035532648923963,6.232251533594787,1136.3
3.85,7.130274635527319,7.130210593515737,6.245525201056913,1249.14
3.85,7.212124837594658,7.2120732050853436,6.285998094508864,1355.7
3.85,6.930397009462961,6.930309020451754,5.921846480227112,1022.81
3.85,5.633360010359655,5.6320716271022,6.080162001869269,279.24
3.85,6.810991042549667,6.810880876419031,6.1465433675080625,907.67
3.85,6.695477480978233,6.695329091009123,5.700443573390686,808.62
3.85,6.718384937774848,6.718251995211882,6.345636360828595,827.37
3.85,7.1684874430673196,7.168433507504893,7.527793987721444,1297.81
3.86,5.7793845681497515,5.779260935832107,6.139453424821431,323.52
3.86,5.340849897266739,5.340610278738287,6.279084117606557,208.64
3.86,6.033014276764776,6.0329423265542905,5.7430031878094825,416.94
3.86,6.5166515508090015,6.51662197813415,6.189700462716007,676.29
3.86,6.4759102605971375,6.475879458194547,5.930918047239948,649.29
3.86,6.247346307009964,6.247288237810819,6.100543142134219,516.61
3.86,6.306074536872059,6.306038032528039,6.013470627370596,547.87
3.86,6.502670098692258,6.502655104277677,5.884157694119473,666.91
3.86,6.536024708603601,6.5360102060765355,6.284693705988879,689.53
3.86,6.406846982224363,6.406830479893409,6.135131896920395,605.97
3.86,6.225548038460526,6.22550847289048,6.076953933123396,505.48
3.86,6.168982920395916,6.1689201175027755,6.262636067432773,477.67
3.86,6.286221533231725,6.286165678231291,6.258050656265028,537.09
3.86,6.4135081362859125,6.413475350475609,6.161207321695076,610.01
3.86,5.301661767798426,5.3013128755278345,6.243389899847644,200.6
3.86,5.662960480135946,5.6627868539526816,6.957307057811384,287.95
3.86,5.812008879727072,5.8118892159820525,5.882486384538237,334.25
3.86,6.083405420806339,6.083314200737861,5.870144011871426,438.48
3.86,6.34509235323417,6.345057245805435,6.460842980959799,569.67
3.9,4.194340715380776,4.19116874685764,6.3850257507133215,66.1
3.9,6.439685778103666,6.439637869704516,7.074793978911574,626.18
3.9,5.734537971576192,5.734408668197962,5.521460917862246,309.33
3.9,6.278915342817359,6.278859078223714,6.163314804034641,533.18
3.9,5.580898953610859,5.580710477066207,5.460436216024472,265.26
3.9,5.803808788723325,5.803688139631063,5.703782474656201,331.52
3.9,6.082036245292369,6.081967737282614,6.246881658972487,437.89
3.9,6.033685562541944,6.03361366061614,6.221583712158616,417.22
3.9,6.48500158073643,6.484971057103505,6.201320204095256,655.22
3.9,6.524296251136587,6.524266903677342,6.070968648220581,681.48
3.9,6.3692843543958215,6.369250086109404,5.956614269672236,583.62
3.9,6.457005106658288,6.456973716382993,5.649678215663,637.13
3.9,6.174848039848314,6.17478560423502,6.160363083569796,480.48
3.9,6.095238805324436,6.095171195881624,6.269285659712887,443.71
3.9,6.031694366327048,6.031598304847627,6.495567625113146,416.38
3.9,6.186352646450559,6.186311499267078,6.301519470411488,486.05
3.9,6.29611434997733,6.296077480219744,6.694314503129312,542.44
3.9,6.444719319051995,6.4447034300209864,6.1691922348917085,629.36
3.9,6.400357108116404,6.4003404983382275,6.061923010756543,602.05
3.9,5.479012601597407,5.478803907396261,6.082447194819853,239.56
3.9,5.595751730442496,5.595603175142513,5.583872177983643,269.24
3.9,5.951085162954638,5.951007069476706,5.914583502772024,384.14
3.9,4.963613565322785,4.9631243114252035,7.166265974133638,143.04
2.59,5.958502209405155,5.95739056677423,5.998936561946683,386.6
3.59,3.296207167804524,3.259249719006474,7.600902459542082,26.03
3.59,5.59121083605035,5.590837715640067,7.600902459542082,267.96
3.59,6.442556089908299,6.442492394626505,7.600902459542082,627.97
3.59,6.284040873137529,6.2839662365245035,7.600902459542082,535.91
3.59,6.141822328696539,6.141714772901866,7.077582438194403,464.85
3.59,6.17119942800517,6.171074096398463,7.4949306459686404,478.7
3.59,6.515615986481887,6.515556778974358,6.361129751084959,675.57
4.25,7.154623169383145,7.154591919139,7.600902459542082,1279.97
4.25,6.757560099173194,6.7574903730805,7.600902459542082,860.48
4.25,6.412999835393641,6.412852215759961,6.00141487796115,609.63
4.25,5.668431597353275,5.667878920309846,6.544487219573761,289.42
4.25,6.208972246803562,6.208750978937793,5.575191240283214,497.08
4.25,6.785519846099466,6.785463343497506,6.949856455000773,884.89
3.84,7.011808941078715,7.011781905405142,6.260537030310592,1109.63
3.84,6.708731005201454,6.7086943981838845,6.097175001530096,819.5
3.84,6.072814092804305,6.07265275229481,6.116333529153851,433.83
3.84,6.52922903922963,6.529170632279187,5.826295049131593,684.83
3.84,6.00869032777305,6.008518301673809,5.930918047239948,406.88
3.84,6.256670922794578,6.256555859029948,6.175659348283617,521.42
3.84,6.606501526500261,6.606447462948543,6.1886747163956874,739.85
3.84,6.454632365344436,6.45455370137328,6.309008773843676,635.59
3.84,6.625405630519478,6.625352579417992,6.089271607110894,753.97
3.84,7.0819858585863775,7.081960655173834,6.193792958708271,1190.3
3.84,7.014931145892344,7.01490419449918,6.0513830373192254,1113.1
3.84,7.022297513354802,7.0222707597687055,6.1565551669735745,1121.33
3.84,7.019824242601416,7.019806362789511,6.030204375423913,1118.57
3.84,6.700571195163171,6.700521985591899,6.290642784698189,812.83
3.84,6.737714009849978,6.737666594575138,5.981161654112085,843.59
3.84,6.83124133788189,6.831208951840271,6.025624398754687,926.31
3.84,6.486953157863734,6.4868922286938755,6.019079714140955,656.48
3.84,6.6069879669817,6.606947439311428,5.773930234558283,740.22
3.84,6.8201036971050835,6.8200709483372535,6.749931193788569,916.05
3.84,6.338134608705641,6.338046224978795,5.9293231505701325,565.69
3.84,6.542572819973631,6.542515187238221,5.943586466863518,694.03
3.84,6.061340362018974,6.061177159519282,6.255750041753367,428.88
3.84,6.04886043274927,6.0486951805622535,6.251903883165888,423.56
3.84,6.355881940778623,6.355812478244949,5.8673175543650995,575.83
3.84,6.613451330221469,6.613397641108266,6.972231298166501,745.01
3.84,5.704582154826765,5.704249032467843,5.486869473092627,300.14
3.84,6.385885559753824,6.385818150461428,6.919387363211844,593.37
3.84,5.234312036572124,5.233512143181921,5.586124431187969,187.45
3.84,5.921685652500066,5.92149798745481,6.1886747163956874,372.97
3.84,6.584446028887204,6.584390759656953,6.243584206658709,723.71
3.84,5.4560900504205785,5.45557749274662,6.419994928147142,234.06
3.84,6.384604005525509,6.384519635139465,5.810542011227734,592.6
3.84,4.790404164229081,4.788407989566399,6.245525201056913,120.11
3.84,6.293788896296633,6.293696504741155,6.035959786994533,541.15
3.84,4.804184965723707,4.802216138180428,6.307004947688159,121.78
3.84,6.10224534645134,6.102088685565886,5.493884150092012,446.79
3.84,6.759707604540194,6.759672816889806,5.8661847306812245,862.36
3.84,6.081853546835663,6.0816936583004715,6.252866810539282,437.77
3.84,6.809833692421309,6.809789576396155,6.0870019738170456,906.68
3.84,6.5876602015914765,6.587618882976746,5.812935788552723,726.05
2.87,5.865305908812872,5.863347044327539,7.600902459542082,351.9
3.53,6.508023702721733,6.507904381658441,7.600902459542082,670.42
3.53,6.696070820756821,6.695984313962894,5.998936561946683,809.15
4.18,6.004183319515756,6.004109264641061,7.246368080102461,405.09
4.18,5.865901324132636,5.865816286503434,6.285998094508864,352.77
4.18,6.137619056894056,6.137575854751223,5.917818006939683,462.93
4.18,6.191830650732203,6.191810189746188,5.937536205082426,488.73
4.18,5.783702097832074,5.783640549901604,6.135131896920395,324.94
4.18,5.932006432157784,5.93197990027309,6.087456312761708,376.9
4.18,5.680206738127495,5.680138478741803,6.381138969309822,292.99
4.18,5.634503848059432,5.634432396521407,6.419994928147142,279.9
4.18,5.676171440948019,5.676102905549459,6.068657042937887,291.81
4.18,5.738441517141043,5.7383771194207,6.113239604033903,310.56
4.18,5.702515005089236,5.702448251643064,5.554895693948484,299.6
4.18,5.578332623938785,5.5782192516808555,6.224954390476336,264.6
3.41,5.99263885733575,5.99241409614357,6.1735777488642,400.38
3.41,5.466370951544286,5.465736769089885,6.558197802812268,236.45
3.41,5.422215003204274,5.421507977103235,6.141607205537701,226.22
4.14,7.1020136411265655,7.101939528318604,6.982862751468942,1214.32
4.14,7.113085103825012,7.113011807058587,6.907755278982137,1227.84
4.14,6.218978534139726,6.218520435242107,6.1735777488642,501.96
4.14,5.3946724547908,5.392536041787018,7.160845906664298,219.76
4.14,6.509558691063632,6.509305505767878,5.700443573390686,671.36
4.14,6.874456993580622,6.8743329228187715,5.585374243605899,967.13
5.74,7.260951178056435,7.2609371291662965,6.922643891475888,1423.59
5.74,6.465538008340943,6.465491322636875,6.360265670844555,642.58
5.74,6.609174025661355,6.60907966505549,6.540163823302054,741.8
5.74,6.588830186790424,6.588788916490589,7.074793978911574,726.9
5.74,6.112220935743764,6.112132306832955,6.9225453644547725,451.3
5.74,6.23803161336578,6.2378362245413985,7.077582438194403,511.75
5.74,6.742491409109628,6.742467814743962,7.090576710817742,847.65
5.74,6.668113883555247,6.668037633046874,7.295667227842712,786.85
5.74,6.1851380922381605,6.184911486685355,6.970354420738657,485.37
5.74,6.548018509579002,6.547975520089926,6.377916716034216,697.83
5.74,7.143783465725341,7.143743977025028,6.501139509116577,1266.16
5.74,6.975320465144561,6.975301771634013,5.480638923341991,1069.88
5.74,6.94643738557448,6.946418144259528,5.521460917862246,1039.42
5.74,6.954944161784595,6.954934622667059,5.521460917862246,1048.31
5.74,7.192640945131865,7.192625903013935,7.160845906664298,1329.59
5.74,6.389737184634642,6.389586090460713,5.708438286192395,595.61
5.74,6.609200984199126,6.609174025661355,6.214608098422191,741.87
5.74,6.385952964502514,6.385902411366945,6.028278520230698,593.42
5.74,7.295755425323714,7.295748641178261,6.121395716700013,1474.02
5.74,7.273612932495522,7.273605996456208,5.837147186723625,1441.74
5.74,7.310496681168704,7.310489996296904,5.839187111662404,1495.91
5.74,7.255351132427574,7.255344068559612,5.98393628068719,1415.65
5.74,7.309647344703519,7.309640654151582,5.499215308914927,1494.64
5.74,7.2775586665362155,7.277551757810841,6.100094711633431,1447.44
5.74,7.130314659701925,7.130298650224314,6.674435121216367,1249.25
5.74,7.305544334770702,7.305537616710878,6.46723277905857,1488.52
5.74,7.307504080094192,7.307497375187205,6.742998553367654,1491.44
5.74,7.26281091254522,7.2627968897581905,6.967720860149571,1426.24
5.74,7.263721972170508,7.263714967186462,6.6698787280658625,1427.55
5.74,7.155208930713874,7.155193314863785,6.154008476293262,1280.74
5.74,7.214114345442587,7.214099622889107,6.2482362794021755,1358.45
5.74,7.269651567943508,7.269644604373425,6.36784407432105,1436.04
5.74,6.873091367818776,6.873070662170274,6.01028630134857,965.91
5.74,6.951159536589422,6.951140385921542,5.756374924775371,1044.34
5.74,6.751896474473523,6.751873100976731,5.791182664937034,855.66
5.74,7.271988586388741,7.271974691710402,6.259007685718876,1439.39
5.74,7.2855956466781695,7.285588793255742,6.3298991427569264,1459.12
5.74,6.928390892582208,6.928371300873419,5.738827816399001,1020.83
5.74,7.038853714364956,7.038844943012195,5.409858741280944,1140.07
5.74,7.070978960084151,7.070970466036354,6.073044534100404,1177.29
5.74,7.102038344175335,7.102030109893549,5.54400488229714,1214.43
5.74,7.075521417766893,7.075504506592834,5.459585514144159,1182.64
5.74,7.174303087903632,7.17429542768049,5.491001710377538,1305.44
5.74,6.217783052915835,6.217723241322337,6.288601778330518,501.56
5.74,6.849765931777365,6.849744737478631,6.47881681468833,943.64
5.74,6.676176248846826,6.67615103675006,7.26192709270275,793.26
5.74,7.1713111409076085,7.171303457731075,5.640842674882327,1301.54
3.97,6.200529457812632,6.200529457812632,6.205970905026528,493.01
3.97,6.605419699730429,6.605419699730429,6.540163823302054,739.09
3.97,6.806320381326783,6.806320381326783,7.161311636704542,903.54
3.97,6.705614614756206,6.705614614756206,6.759951084213743,816.98
3.97,6.755640857905472,6.755629214903207,7.418120796915671,858.88
3.97,6.406582912244285,6.406582912244285,6.7323298888760235,605.82
3.97,6.603577904001159,6.603577904001159,7.087907818491251,737.73
3.97,5.955733737152183,5.955733737152183,6.524002737779623,385.96
3.97,6.214047941563629,6.214027930157126,7.4949306459686404,499.71
3.97,6.463824772398728,6.463824772398728,6.309008773843676,641.51
3.97,6.79490008156205,6.79490008156205,6.163314804034641,893.28
3.97,6.7506218217607,6.7506218217607,6.558197802812268,854.59
3.97,5.890096052719693,5.890068385227611,6.400257445308821,361.43
3.97,7.302017872582308,7.302017872582308,6.121395716700013,1483.29
3.97,7.280049602821824,7.280049602821824,5.837147186723625,1451.06
3.97,7.226274462504071,7.226274462504071,6.659422116594267,1375.09
3.97,7.183088922440554,7.183088922440554,6.273442884143084,1316.97
3.97,7.250443868270066,7.250443868270066,6.115450526888973,1408.73
3.97,7.113752671461376,7.113752671461376,6.052559646467793,1228.75
3.97,7.176055735500015,7.176055735500015,7.21501936616164,1307.74
3.97,7.12180964854783,7.12180964854783,6.675066314824395,1238.69
3.97,7.108121382606358,7.108121382606358,5.824228627732068,1221.85
3.97,6.990063111629714,6.990063111629714,5.607271574275357,1085.79
3.97,7.051509242626833,7.051509242626833,5.959457750972895,1154.6
3.97,7.160675084621628,7.160675084621628,6.154008476293262,1287.78
3.97,7.219517581434389,7.219517581434389,6.2482362794021755,1365.83
3.97,7.182625630706582,7.182625630706582,6.768263300163538,1316.36
3.97,7.243891744952979,7.243891744952979,6.2172047242694575,1399.53
3.97,7.302597496786388,7.302597496786388,6.2211864137823145,1484.15
3.97,6.904800919155701,6.904800919155701,6.873991648829327,997.05
3.97,7.111414232423448,7.111406074984884,7.0436837962063805,1225.87
3.97,7.196933731298921,7.196933731298921,7.141007564444634,1335.33
3.97,7.302287507027045,7.302280767051916,7.033418296977794,1483.68
3.97,7.278539221249629,7.278539221249629,6.358015561716921,1448.87
3.97,7.238345967444572,7.238345967444572,7.039485049660032,1391.79
3.97,7.242568998166189,7.242568998166189,5.830415125589567,1397.68
3.97,7.308201145076806,7.308201145076806,5.971771913762246,1492.49
3.97,6.916090444772054,6.916090444772054,6.4356694835320765,1008.37
3.97,7.166482166978497,7.166482166978497,6.336117515819389,1295.28
3.97,6.929761359244751,6.929761359244751,6.300602291589052,1022.25
3.97,7.28172971999893,7.28172971999893,7.166265974133638,1453.5
4.01,4.989684007343323,4.984291318756654,7.161311636704542,146.1
4.01,5.744060321154771,5.742971136013778,6.163314804034641,311.99
4.01,6.565067767493626,6.564856435892425,6.460842980959799,709.71
3.42,5.6517169523528485,5.649678215663,6.237347585391681,284.2
3.42,5.859588925794401,5.858275952864237,6.970354420738657,350.12
3.42,6.317994667128004,6.317471498881403,5.998936561946683,554.17
5.3,5.687280394556694,5.686229315408611,6.139453424821431,294.78
5.3,4.942499198329286,4.9372757597417944,7.074793978911574,139.39
5.3,6.917230249344655,6.917091559959124,6.203344906143481,1009.38
5.3,7.111446861512284,7.111357128956029,6.970354420738657,1225.81
5.3,7.161202985761112,7.161117608880343,6.309008773843676,1288.35
5.3,6.3243410410737715,6.323892903972172,6.080162001869269,557.74
5.3,6.935000727872332,6.934913143024455,6.279459070741808,1027.53
5.3,6.997797059656795,6.99767824650861,6.4348674945565385,1094.09
5.3,7.169534757110807,7.169450088645526,7.26192709270275,1299.13
5.3,7.121478598915623,7.121413991085132,5.812935788552723,1238.2
4.03,7.166296861687501,7.166227363349641,5.500441550638171,1294.95
4.03,5.7531121757890675,5.752032810604912,5.521460917862246,314.83
4.03,5.963065072586284,5.962370386903605,6.433100851520974,388.53
4.03,7.167485307664347,7.167423604978719,6.126650819663049,1296.5
4.03,6.845039096376604,6.844911321260634,6.0870019738170456,939.09
4.03,6.638554700075623,6.638371434811732,6.460842980959799,763.85
4.03,6.814509965872501,6.8143892081726785,5.585374243605899,910.86
3.75,6.790085986856712,6.789973493324972,6.84587987526405,888.89
3.75,4.9684234452869465,4.964591355594849,6.635946555686646,143.25
3.75,6.753169504514932,6.753052780264169,6.336117515819389,856.67
3.75,7.165114732558704,7.165060614775201,7.315218389752975,1293.44
3.12,4.992539209826846,4.99226763673807,6.873163834212518,147.27
3.12,5.539104353034841,5.538986444728065,6.111467339502678,254.42
3.12,4.638798366968075,4.638121286127777,7.438383530044307,103.35
3.12,6.017034823219512,6.01701045407572,7.600902459542082,410.35
3.12,6.305818978475576,6.305800721805044,6.288601778330518,547.74
4.18,6.914919554166155,6.914879838924433,5.869296913133774,1007.15
4.18,6.604417966919783,6.604336701343836,6.982862751468942,738.29
4.18,6.718360767714302,6.71830034000697,7.600902459542082,827.41
4.18,7.128439809381088,7.128407730081055,7.600902459542082,1246.89
4.18,6.263626807901725,6.263493496152002,7.600902459542082,525.05
4.18,6.730504842295986,6.7304451440110995,7.600902459542082,837.52
4.18,6.604986641111885,6.604932495595797,6.579251212010101,738.73
4.18,6.002330300418288,6.002181910449178,6.454097328272487,404.31
4.18,6.580472687926782,6.580431071257912,6.433100851520974,720.85
4.18,6.9798712684550654,6.979834050843688,6.528834726096084,1074.74
4.18,6.674712895488679,6.674649771747188,7.1627075268109985,792.07
3.35,5.836213261836691,5.836008849448588,6.579251212010101,342.41
3.35,5.090862600115084,5.089877681599023,6.635946555686646,162.37
3.35,6.030877549464817,6.030733336028682,7.166265974133638,416.02
4.65,2.94706710157271,2.6361960973342264,7.600902459542082,13.96
4.65,6.55780056080154,6.557601880605045,7.600902459542082,704.58
4.65,6.613156004421271,6.6129814527166,7.600902459542082,744.7
4.65,5.987331015826375,5.986728349007541,7.600902459542082,398.11
4.65,6.457773860765446,6.45753859063504,7.600902459542082,637.49
4.65,6.849532769781715,6.849426769082011,7.438383530044307,943.34
4.65,6.350711181414532,6.350431861556566,7.131458673554861,572.74
4.65,5.172300525964549,5.169915651743512,6.501139509116577,175.9
3.57,6.495265555937008,6.49503894415978,5.869296913133774,661.85
3.57,6.031478215020292,6.0309015830156545,7.600902459542082,416.09
3.57,6.613572120187996,6.613397641108266,7.600902459542082,745.01
3.57,6.360006301111548,6.359729565893496,7.600902459542082,578.09
3.57,6.676793746739859,6.6766425580182505,7.600902459542082,793.65
3.57,6.7203166522887035,6.720171903066478,7.600902459542082,828.96
3.57,6.0496155237500115,6.049049258958909,6.949856455000773,423.71
4.25,7.268453120207761,7.268439176317973,7.600902459542082,1434.31
4.25,6.381562178085025,6.381477550657224,5.618224586294554,590.8
4.25,5.913719198483129,5.913475978246006,6.163314804034641,369.99
4.25,5.441031468747211,5.440511132251212,7.160845906664298,230.56
4.25,7.058990283785639,7.0589558973682704,5.594711379601839,1163.23
4.25,7.283070410139418,7.28305666859047,6.723471798874642,1455.43
4.25,6.392285554722489,6.392185084185389,6.516340994096632,597.16
4.36,6.16323058996242,6.1628304762405515,6.3850257507133215,474.77
4.36,3.733135545368474,3.680090948080857,6.421622267806518,39.65
4.36,7.043587772043136,7.043517930496117,6.260537030310592,1145.41
4.36,6.217563726247824,6.2172047242694575,6.279084117606557,501.3
4.36,6.648867962917882,6.648725449103518,5.703782474656201,771.8
4.36,5.782254719028316,5.781206371621004,6.189700462716007,324.15
4.36,6.2340969510060384,6.233684972226928,6.417875419731609,509.63
4.36,6.014032953950455,6.013397257107531,5.992963423231718,408.87
4.36,6.077504619200366,6.076953933123396,6.245912948250604,435.7
4.36,6.280264744225333,6.27987135687422,6.229890721953349,533.72
4.36,6.299335201777524,6.298967629039931,6.013470627370596,544.01
4.36,6.569649709198245,6.569439343792761,6.089271607110894,712.97
4.36,6.54362403436695,6.5434081215948705,5.689683550276699,694.65
4.36,5.882402745690731,5.881565972240144,6.106800145787886,358.37
4.36,7.2965759674021875,7.296535295226695,5.98770749823027,1475.18
4.36,7.2560855023853055,7.256043149543776,6.341945346883387,1416.64
4.36,7.215453191292801,7.215409082078379,6.2882302382928055,1360.23
4.36,7.206525648419338,7.206481143646194,6.354543938719709,1348.14
4.36,7.081960655173834,7.081901844740846,6.108803039525215,1190.23
4.36,7.052063393577876,7.0520027982722615,6.2089923596365555,1155.17
4.36,7.023839094002718,7.023767859418298,6.337533445259489,1123.01
4.36,6.891940888087774,6.89184944929836,6.375535762528473,984.22
4.36,6.854312307271999,6.854217362050046,6.1923624894748714,947.87
4.36,6.864273500370176,6.864179496265261,6.216007119335899,957.36
4.36,6.731745759301862,6.731626507250586,6.168773562078393,838.51
4.36,6.631461446990217,6.631316430609703,6.1766985253489715,758.48
4.36,6.562783019302794,6.562613570857078,6.088364371847941,708.12
4.36,6.504213320435821,6.504018676147642,6.037393478996382,667.82
4.36,6.3214335405510855,6.321145920782434,5.884157694119473,556.21
4.36,6.156767098732342,6.156364389980701,6.255750041753367,471.71
4.36,6.133983554848305,6.133571563732811,6.251903883165888,461.08
4.36,6.275270366588817,6.274969156096884,5.702781974322617,531.11
4.36,5.888517782674091,5.887824772348222,6.160363083569796,360.62
4.36,5.804170648687469,5.803356279552293,5.486869473092627,331.41
4.36,6.9705610497745285,6.970485916883192,6.238910390945156,1064.74
4.36,5.870933990470234,5.870228682291866,6.087456312761708,354.33
4.36,5.713303670539838,5.712345705316689,6.03428454429091,302.58
4.36,5.303752569037976,5.301562096712925,6.405558981914201,200.65
4.36,4.298916727950875,4.282482504337495,6.232251533594787,72.42
4.36,5.478135793123872,5.476254325024167,6.068657042937887,238.95
4.36,6.014790372411478,6.014130717606894,6.0345240365684285,409.17
4.36,5.243702773274814,5.24127071116876,6.957307057811384,188.91
4.36,5.1911218349444805,5.187776790848668,6.171282973683818,179.07
4.36,6.239690878789655,6.239261685860848,5.858789930203441,512.48
4.36,5.435380016936376,5.433328913203914,5.870144011871426,228.91
4.36,5.989888305491613,5.989212012054688,6.126650819663049,399.1
4.36,6.353378244782414,6.3530474273992965,6.487379558138218,574.24
4.36,7.1287364941316635,7.128680371334969,6.516340994096632,1247.23
3.51,6.7232312986329825,6.722954651830999,6.214608098422191,831.27
3.51,6.2350379799337,6.234293071738589,7.438383530044307,509.94
3.51,5.96038659153712,5.959147945631439,6.203547151062766,387.28
3.7,6.038419695331684,6.037584482721535,7.600902459542082,418.88
3.7,5.421994111241634,5.418940808871775,7.600902459542082,225.64
3.7,5.233778845410465,5.2292887801376,7.600902459542082,186.66
3.7,4.843714533878324,4.834375328680896,7.600902459542082,125.76
3.7,6.180720339754834,6.180058060662785,7.600902459542082,483.02
3.7,6.122821702791483,6.1221199329870295,6.540163823302054,455.83
3.7,6.116576218149096,6.115847974398013,6.543192162194398,452.98
3.7,4.839530592507466,4.829592918800682,7.26192709270275,125.16
5.1,6.122755932789158,6.122032177123785,7.600902459542082,455.79
5.1,6.152690140607202,6.151838678169111,6.214608098422191,469.58
5.1,5.829621859495349,5.827974558049151,6.214608098422191,339.67
5.1,5.91604032446114,5.9146644930127446,7.600902459542082,370.43
5.1,3.9691591967989552,3.8973153765558717,7.438383530044307,49.27
5.1,6.121637180410288,6.1207149142052595,7.600902459542082,455.19
5.1,7.328739342747972,7.328654007033939,6.94812917312041,1523.33
5.1,5.7517469011727185,5.749838746414886,7.131458673554861,314.14
5.1,6.353778561560163,6.353204144012449,6.249975242259483,574.33
5.1,6.1591799515125745,6.158333999343014,7.313220387090301,472.64
5.1,5.96706939027326,5.965813350222454,7.2678045235598185,389.87
5.1,5.861128045379978,5.859902642339817,5.928524747334108,350.69
5.1,7.3786522590711545,7.3785773232349285,6.298213682276988,1601.31
5.1,6.637834536108998,6.637507017322868,6.080162001869269,763.19
2.57,6.080802382460177,6.080070485442006,7.600902459542082,437.06
3.4,5.958140414900485,5.9580628704739516,6.221980852751605,386.86
3.4,5.192401140956488,5.192067566705326,5.41610040220442,179.84
3.4,7.0077725448722425,7.007763496613354,6.214608098422191,1105.18
3.4,7.261590193853443,7.261583173920343,6.302985209039605,1424.51
3.4,7.058379749032837,7.058371147289264,6.325075551448163,1162.55
3.4,6.792568869173019,6.792546427269496,5.562986664690745,891.18
3.4,6.66271115121459,6.662685597334232,5.649678215663,782.65
3.4,6.840054429617877,6.840043729109068,6.285998094508864,934.53
3.4,6.1510717416168195,6.151007803679223,6.345636360828595,469.19
3.87,5.993362744391062,5.993337791489662,7.600902459542082,400.75
3.87,5.993362744391062,5.993337791489662,7.600902459542082,400.75
3.87,5.817914408701114,5.817884670250782,6.043582501370088,336.26
3.87,5.817914408701114,5.817884670250782,6.043582501370088,336.26
3.72,6.2320157030772245,6.230835715526842,7.131458673554861,508.18
3.72,6.2320157030772245,6.230835715526842,7.131458673554861,508.18
3.24,6.57210070798126,6.571918840198636,6.528834726096084,714.74
3.24,6.57210070798126,6.571918840198636,6.528834726096084,714.74
3.24,6.583741117282953,6.583575183490155,7.600902459542082,723.12
3.24,6.583741117282953,6.583575183490155,7.600902459542082,723.12
4.05,6.943952194293955,6.943952194293955,5.741399338227508,1036.86
4.05,6.943952194293955,6.943952194293955,5.741399338227508,1036.86
4.05,7.155287006306702,7.155287006306702,7.438383530044307,1280.86
4.05,7.155287006306702,7.155287006306702,7.438383530044307,1280.86
4.05,5.128714582161857,5.128714582161857,6.558197802812268,168.8
4.05,5.128714582161857,5.128714582161857,6.558197802812268,168.8
4.05,6.522622069845891,6.522622069845891,6.3894013887953545,680.36
4.05,6.522622069845891,6.522622069845891,6.3894013887953545,680.36
4.05,6.818333727125813,6.818333727125813,7.527793987721444,914.46
4.05,6.818333727125813,6.818333727125813,7.527793987721444,914.46
3.82,5.942668132919018,5.941565017820552,7.600902459542082,380.53
3.82,5.942668132919018,5.941565017820552,7.600902459542082,380.53
3.82,7.087323047579471,7.087206052351071,6.1735777488642,1196.56
3.82,7.087323047579471,7.087206052351071,6.1735777488642,1196.56
3.82,5.929934828314826,5.92876433524405,7.315218389752975,375.69
3.82,5.929934828314826,5.92876433524405,7.315218389752975,375.69
3.23,5.876446435523715,5.8763903392625165,6.189700462716007,356.52
3.23,5.876446435523715,5.8763903392625165,6.189700462716007,356.52
3.23,6.300675696859584,6.300638994897859,6.417875419731609,544.92
3.23,6.300675696859584,6.300638994897859,6.417875419731609,544.92
3.23,6.090698835698372,6.090653558146974,6.221583712158616,441.71
3.23,6.090698835698372,6.090653558146974,6.221583712158616,441.71
3.23,6.099040107741358,6.099017657272703,5.917818006939683,445.42
3.23,6.099040107741358,6.099017657272703,5.917818006939683,445.42
3.23,6.2587398097821,6.2587206730405125,6.275138598162224,522.55
3.23,6.2587398097821,6.2587206730405125,6.275138598162224,522.55
3.23,6.416977350519924,6.4169446782554065,6.4425401664681985,612.13
3.23,6.416977350519924,6.4169446782554065,6.4425401664681985,612.13
3.23,6.1358895137107865,6.135846236781711,6.231661852988019,462.13
3.23,6.1358895137107865,6.135846236781711,6.231661852988019,462.13
3.23,5.9722052721691705,5.972154298573482,6.213607598088608,392.35
