Mw,log(Rrup),log(focal_depth),log(VS30),focal_depth
4.68,5.8034769686874,5.803416625940581,5.882486384538237,331.43
4.68,6.0769309812878225,6.076908028925449,5.870144011871426,435.68
4.68,7.297896913391455,7.297890143758673,6.106354512981937,1477.18
4.68,7.118194470584709,7.1181863682686615,6.336117515819389,1234.21
4.68,6.732913677442008,6.732901766795677,5.700443573390686,839.58
4.68,6.309900096243044,6.3098819139289795,6.345636360828595,549.98
4.68,5.633574579612705,5.6334673007411755,6.141607205537701,279.63
3.85,6.685199055157366,6.685049131992706,7.246368080102461,800.35
3.85,6.716413158967099,6.716267843571888,7.600902459542082,825.73
3.85,7.233007664965127,7.2329570995352555,7.600902459542082,1384.31
3.85,6.779046524436298,6.778910032062598,7.600902459542082,879.11
3.85,6.91882379631291,6.918724892170723,7.438383530044307,1011.03
3.85,6.463091857469815,6.462857835330253,7.438383530044307,640.89
3.85,6.488201388430871,6.487988386163113,6.399426535414733,657.2
3.85,5.509145392139597,5.507605371571805,7.074793978911574,246.56
3.85,6.470009718299927,6.469761813865816,7.4949306459686404,645.33
3.85,6.337922474636113,6.337621874317336,6.298213682276988,565.45
3.85,6.257782523805988,6.257437676397547,5.703782474656201,521.88
3.85,7.239638430412332,7.239595375215563,6.285998094508864,1393.53
3.85,7.138716194924224,7.138652691268773,6.1435416499883315,1259.73
3.85,6.941876473201296,6.941789488525041,6.106577354208486,1034.62
3.85,6.892469037444435,6.8923674919214895,5.88025361777198,984.73
3.85,6.956745423154235,6.95665972233574,6.34651316930213,1050.12
3.85,7.03039760027449,7.030326831370317,5.703782474656201,1130.4
3.85,7.1530125105414575,7.152957733815293,6.2501682738207425,1277.88
3.85,6.761931500748353,6.761792652035373,6.206575926724927,864.19
3.85,6.779364934209619,6.77923985674671,6.834431614563293,879.4
3.85,6.955020471449251,6.954934622667059,6.253828811575473,1048.31
3.85,6.816429152288114,6.816319583659694,6.464432528317732,912.62
3.85,7.177805316696337,7.177751881377869,6.024657514463746,1309.96
3.85,6.729489486446012,6.729358012080336,6.314091376907141,836.61
3.85,7.000243298417288,7.000161245639072,6.263779142428641,1096.81
3.85,6.434979811740384,6.434739116611693,5.958166261706467,623.12
3.85,6.934815817528992,6.934728216483562,6.1766985253489715,1027.34
3.85,7.172593404008625,7.172539689455421,5.819192326167029,1303.15
3.85,6.628914011195838,6.628755406913189,6.801171793579353,756.54
3.85,7.088834397602667,7.088767645827462,6.037393478996382,1198.43
3.85,6.5553284419038365,6.555129269889691,6.6698787280658625,702.84
3.85,6.551565931408118,6.5513802900524025,6.251325681357354,700.21
3.85,6.989095605921978,6.989012633289071,6.318427427061189,1084.65
3.85,6.785960456860886,6.785847498248801,6.240080894395223,885.23
3.85,6.754662372848312,6.75453416697281,6.417712194398675,857.94
3.85,7.165717561234508,7.165663476065807,5.7853624616486234,1294.22
3.85,6.716195177954804,6.716061943941175,6.2211864137823145,825.56
3.85,6.907965256935223,6.907865272932581,6.495567625113146,1000.11
3.85,7.111528429576801,7.1114713326302486,6.405558981914201,1225.95
3.85,6.802839109032577,6.802728041114431,7.033418296977794,900.3
3.85,6.870479074046754,6.870375270691737,6.243389899847644,963.31
3.85,7.028121641640791,7.02805071148037,6.1721180468012395,1127.83
3.85,7.065545043586759,7.065476718907859,5.9796449703026395,1170.84
3.85,7.154599731791591,7.154545041941623,6.261109932073611,1279.91
3.85,6.385126943096995,6.384857073981877,6.670766320845874,592.8
3.85,6.26771275130897,6.267352339677052,6.5441995739511825,527.08
3.85,6.832083007026135,6.83197514030615,6.460842980959799,927.02
3.85,6.588926477533519,6.588747644487447,6.141607205537701,726.87
3.86,4.923041929602929,4.922532412541282,6.335586024975094,137.35
3.86,6.509409766300148,6.5093799786858355,6.1735777488642,671.41
3.86,5.473824088346638,5.473614308405026,6.298213682276988,238.32
3.86,5.810212418272047,5.810092539349616,5.703782474656201,333.65
3.86,6.074495094432114,6.074426067822329,6.246881658972487,434.6
3.86,6.024004338675764,6.0239317372454835,6.221583712158616,413.2
3.86,6.479492262197969,6.479461569933951,6.201320204095256,651.62
3.86,6.424625882517473,6.424593459198619,5.60947179518496,616.83
3.86,6.428121427642957,6.428105272684596,6.231661852988019,619.0
3.86,6.204416338427354,6.20435572195784,6.417548942418882,494.9
3.86,6.538154295442983,6.538110879788739,5.486869473092627,690.98
3.86,6.5365176694231995,6.5364886784538845,5.9707515055104405,689.86
3.86,5.772157377462055,5.772032848337646,6.511596730194272,321.19
3.86,5.638746051808365,5.638603748631207,6.683861446277223,281.07
3.86,5.80558667411125,5.8054361283827,6.334344780024525,332.1
3.86,6.024536588168176,6.0244398366019345,6.165627916200473,413.41
3.86,6.2295164151553095,6.229457301272397,6.307004947688159,507.48
3.86,6.250322672246185,6.250264775630226,6.2505542251956605,518.15
3.86,6.448113776977916,6.448082106352418,6.229496710915942,631.49
3.86,6.5066506501509345,6.506620780234419,6.0748861552470546,669.56
3.86,5.936031115219069,5.935925409767211,5.640842674882327,378.39
3.9,6.424723146166882,6.424690726001536,6.94812917312041,616.89
3.9,5.392217461741088,5.3918987801695675,5.415211118019536,219.62
3.9,5.320029933453686,5.319687392284229,6.279084117606557,204.32
3.9,5.458989591936935,5.458734087953942,6.298213682276988,234.8
3.9,6.0228663102475135,6.022793626144706,5.7430031878094825,412.73
3.9,6.4174836341638954,6.417450978436895,6.285998094508864,612.44
3.9,6.284954719842739,6.284917436320187,5.700443573390686,536.42
3.9,6.25484752328169,6.254809100166339,6.100543142134219,520.51
3.9,6.539253530428342,6.5392390746521745,6.0156692358048,691.76
3.9,6.427361862336348,6.427329527607229,6.969414659368865,618.52
3.9,6.347161512982025,6.347126478122336,5.981919134264451,570.85
3.9,6.499726888470808,6.499696811021373,5.799698531486027,664.94
3.9,6.473597443481311,6.4735665697548495,5.48728346606066,647.79
3.9,6.441424895102697,6.441393011922666,6.322924241905651,627.28
3.9,6.53473315936334,6.534704116612409,6.381138969309822,688.63
3.9,5.412315470601448,5.412047756875059,6.3298991427569264,224.09
3.9,5.571203009757061,5.571050762202242,6.361129751084959,262.71
3.9,5.873131360146117,5.87304693515064,6.70857236511277,355.33
3.9,6.078994539593344,6.078925822877976,6.3414169452858875,436.56
3.9,6.129616498490724,6.129551173881832,6.111245585427039,459.23
3.9,6.32310369457549,6.323067806617691,6.224954390476336,557.28
3.9,6.4613744219589115,6.461343168540566,6.300602291589052,639.92
3.9,5.613857767128214,5.613675401850057,5.342334251964811,274.15
3.59,6.085728725498065,6.085569455409788,7.600902459542082,439.47
3.59,5.933491095332481,5.93330563293445,6.907755278982137,377.4
3.59,6.090336557872605,6.090200669844131,7.600902459542082,441.51
3.59,6.653649816529319,6.653598242888596,7.600902459542082,775.57
3.59,6.417157028896115,6.417091695040088,6.84587987526405,612.22
3.59,6.213987906142712,6.213887839097708,6.6596784611227156,499.64
3.59,6.3966462817363405,6.396562921310821,6.400257445308821,599.78
3.59,6.364836811668883,6.364750756851911,6.5441995739511825,581.0
4.25,6.528630206205813,6.52851331891425,6.982862751468942,684.38
4.25,6.375041855458117,6.374888524339266,7.600902459542082,586.92
4.25,6.436887276273271,6.43677517313827,7.313220387090301,624.39
4.25,6.985780568419904,6.985734320298725,6.454097328272487,1081.1
4.25,7.0190819616184665,7.019037228296161,5.500441550638171,1117.71
4.25,6.981971816670979,6.981925392062214,6.141607205537701,1076.99
3.84,6.440324337535335,6.4402604999381605,6.298213682276988,626.57
3.84,6.3691815460134205,6.36909586428671,5.949078830611544,583.53
3.84,6.204739564223586,6.204618366792823,6.265301212737709,495.03
3.84,6.449221617435601,6.44914252666308,5.540478923698008,632.16
3.84,6.797281713937488,6.797248209171431,6.962054052389515,895.38
3.84,6.3540743449097175,6.353987358888316,6.229890721953349,574.78
3.84,6.572142672772806,6.572086719326059,6.3838444156674905,714.86
3.84,6.478647881501004,6.478586444174737,6.106577354208486,651.05
3.84,6.964872580865889,6.964844245966264,6.258433577962221,1058.75
3.84,6.899874305531261,6.8998440677108,6.446513155404974,992.12
3.84,6.840236320751186,6.840204224719857,6.024657514463746,934.68
3.84,6.846039437001483,6.846007526690728,6.115008733199437,940.12
3.84,6.884404765373886,6.884374056144225,6.061223791522835,976.89
3.84,6.612632257875763,6.612578524768096,5.461710913456472,744.4
3.84,6.603157607753911,6.603103363110557,5.819192326167029,737.38
3.84,6.784106322402446,6.784061056635806,5.938063770380866,883.65
3.84,6.396879653966105,6.396796312993134,5.947773858483249,599.92
3.84,6.530804738772174,6.530731844505276,5.796361655949294,685.9
3.84,6.762995367541572,6.7629491359908425,6.950718978414253,865.19
3.84,6.238285561776548,6.238168362831205,6.273065667993761,511.92
3.84,6.325182995532574,6.325093459597266,5.958424693029782,558.41
3.84,6.628649656747856,6.628596777471233,7.3093462255417005,756.42
3.84,5.8890441495085115,5.888822555136102,6.245719093447244,360.98
3.84,6.687432744854629,6.687395349794512,5.9959544523808335,802.23
3.84,5.8130553271339425,5.812816235680323,6.087456312761708,334.56
3.84,6.380054737991301,6.3799699828911125,6.018836493903833,589.91
3.84,4.795459912431222,4.793473814459594,6.258050656265028,120.72
3.84,6.106465939802488,6.106309938777023,5.979391965873712,448.68
3.84,5.7177511238835965,5.717455241576844,6.304265970352727,304.13
3.84,5.597050648811833,5.596642599098297,6.113239604033903,269.52
3.84,5.3748153375207615,5.374213025551294,6.171282973683818,215.77
3.84,5.537570459595314,5.537137397247254,6.224954390476336,253.95
3.84,5.976756918235708,5.976579309608535,6.460842980959799,394.09
3.84,5.124202046301181,5.123189870334323,7.527793987721444,167.87
2.87,4.387138546560058,4.34795265434013,7.600902459542082,77.32
3.53,2.3085671646715933,0.009950330853168092,7.600902459542082,1.01
3.53,6.355134965559101,6.354978551269467,7.600902459542082,575.35
3.53,6.394894251854075,6.394743934935623,6.043582501370088,598.69
4.18,6.026952340037535,6.026879952328937,5.930918047239948,414.42
4.18,6.210419337800737,6.210399253648137,6.147185422104758,497.9
4.18,6.077940364044258,6.077917434838181,6.129921290254997,436.12
4.18,5.729969904409849,5.7299049588017725,5.48728346606066,307.94
4.18,4.5533504372582945,4.552191261197205,6.511596730194272,94.84
4.18,6.203547151062766,6.2035269284113745,5.979391965873712,494.49
4.18,6.204497154671462,6.204476951222733,6.205365517055259,494.96
4.18,5.993861671707704,5.99381179017633,6.061923010756543,400.94
4.18,6.188181984185669,6.188161448407208,5.493884150092012,486.95
4.18,5.9854967753281905,5.985471625371573,6.219993570698529,397.61
4.18,5.7358300866249765,5.735733235888028,7.166265974133638,309.74
3.41,2.9242362718489208,2.82018770103906,5.521460917862246,16.78
3.41,6.103453049056029,6.103296577270926,6.300602291589052,447.33
4.14,7.252068126096795,7.252011427915374,6.907755278982137,1410.94
4.14,7.172125223036618,7.172056128596006,6.214608098422191,1302.52
4.14,7.2579542993185315,7.257890888001,7.600902459542082,1419.26
4.14,7.095470596593107,7.095387708094668,6.84587987526405,1206.39
4.14,4.4921134636957945,4.477336814478206,5.460436216024472,88.0
4.14,6.809568967072311,6.809447611196055,6.279459070741808,906.37
4.14,6.91882379631291,6.918705110168388,7.1627075268109985,1011.01
5.74,7.117100063704745,7.117083841262619,6.327222242791326,1232.85
5.74,7.208578131940146,7.208548523146332,5.841513370344478,1350.93
5.74,5.699238834606328,5.6990379036254435,6.84587987526405,298.58
5.74,6.796331977278335,6.796309619668363,7.161311636704542,894.54
5.74,6.042252713940087,6.041967529281089,6.237347585391681,420.72
5.74,6.092960103423562,6.092869750822475,6.536546659552063,442.69
5.74,6.605906666612778,6.605879619117374,7.087907818491251,739.43
5.74,6.668075759027827,6.668050341868702,6.318968113746434,786.86
5.74,6.553748201691732,6.5536484631491145,6.450628387550081,701.8
5.74,6.916853761967396,6.916804213600748,6.543192162194398,1009.09
5.74,6.930162354892965,6.930152576424175,5.41610040220442,1022.65
5.74,7.038213203338114,7.03820442636538,5.440684607834958,1139.34
5.74,6.956011967545425,6.956002438608426,5.460436216024472,1049.43
5.74,7.183255958611866,7.183248366663886,6.29212454085002,1317.18
5.74,6.482021134826139,6.481975212358564,6.873163834212518,653.26
5.74,6.600224178157663,6.600196976525563,6.214608098422191,735.24
5.74,6.514683060803934,6.514653429857371,5.998936561946683,674.96
5.74,7.1163616760339155,7.1163535588543105,5.886381770654829,1231.95
5.74,7.0951887476622675,7.095172165839261,6.321307717081247,1206.13
5.74,7.093487678898173,7.093479373905627,5.5306188556470115,1204.09
5.74,7.082019462148358,7.082011061363724,6.323283115047848,1190.36
5.74,7.218499367030619,7.21849203798966,7.344331382115354,1364.43
5.74,7.1097078797252395,7.109691536918525,6.052559646467793,1223.77
5.74,7.171925603847945,7.171917925391007,7.21501936616164,1302.34
5.74,7.117383913849995,7.1173758049638725,6.675066314824395,1233.21
5.74,7.1033385097592765,7.103322062526112,5.824228627732068,1216.0
5.74,6.984521856767048,6.984503334475471,5.607271574275357,1079.77
5.74,5.932616471298776,5.9324838857477555,6.361129751084959,377.09
5.74,6.918517161626167,6.918497375514039,6.970354420738657,1010.8
5.74,6.990192041694542,6.990182832955448,6.086320078120661,1085.92
5.74,7.054052342598722,7.054035064428826,6.848005274576363,1157.52
5.74,7.1294337576012685,7.1294257458400025,6.414933279655721,1248.16
5.74,7.204223638714535,7.204216204295405,6.445084697103193,1345.09
5.74,6.722581658919556,6.7225575900826815,6.238910390945156,830.94
5.74,6.9914528380037035,6.991434443647091,6.376726947898627,1087.28
5.74,7.077835549353738,7.077827113347174,6.3657829262193095,1185.39
5.74,7.198961135607534,7.198953661961479,6.439510102751265,1338.03
5.74,7.228366680654471,7.228359423576098,5.654592230465429,1377.96
5.74,7.23181508483961,7.231807852743568,7.039485049660032,1382.72
5.74,7.235993710676246,7.235986508737485,5.830415125589567,1388.51
5.74,7.302017872582308,7.302011130789598,5.971771913762246,1483.28
5.74,6.956450200520895,6.956431150906173,5.772686453303412,1049.88
5.74,5.687483701686698,5.686907557431356,6.1465433675080625,294.98
5.74,7.069159587520703,7.069151078004937,6.3894013887953545,1175.15
5.74,6.994171478889021,6.994153134472602,6.141607205537701,1090.24
3.97,7.085047543393497,7.085039168008753,6.335586024975094,1193.97
3.97,7.039660349862076,7.039660349862076,5.500441550638171,1141.0
3.97,6.599829682053297,6.599829682053297,7.074793978911574,734.97
3.97,6.119043886354404,6.119043886354404,6.9225453644547725,454.43
3.97,6.232801588614156,6.232801588614156,7.077582438194403,509.18
3.97,6.740436613866104,6.740436613866104,7.090576710817742,845.93
3.97,6.665148542754663,6.665148542754663,7.295667227842712,784.58
3.97,6.1793539082054,6.1793539082054,6.970354420738657,482.68
3.97,6.546799757859899,6.546799757859899,6.377916716034216,697.01
3.97,6.678643955888136,6.678643955888136,5.928524747334108,795.24
3.97,7.145456353503329,7.145448469088845,6.279084117606557,1268.32
3.97,6.9832615587622,6.9832615587622,5.7430031878094825,1078.43
3.97,7.190924684652025,7.1909171507021625,6.472809865551464,1327.32
3.97,5.75855471050318,5.758523153313661,6.338417384148478,316.88
3.97,7.123890328019099,7.123890328019099,5.886381770654829,1241.27
3.97,7.067780100777481,7.067780100777481,5.766131099720736,1173.54
3.97,7.061651640759015,7.061643067113544,6.086092676186764,1166.36
3.97,7.232191081778219,7.232191081778219,5.604698516432302,1383.25
3.97,7.2811722891214075,7.2811722891214075,6.100094711633431,1452.69
3.97,7.134476423072776,7.134476423072776,6.674435121216367,1254.48
3.97,7.268564664327062,7.268564664327062,6.2813317304651,1434.49
3.97,7.26186393281347,7.26186393281347,6.152307072224812,1424.91
3.97,7.217127901364479,7.217127901364479,6.189085141191105,1362.57
3.97,7.210589476003341,7.210582088760371,6.643008177812852,1353.68
3.97,7.3073297379002575,7.3073297379002575,5.956614269672236,1491.19
3.97,6.9251825383046635,6.9251825383046635,6.970354420738657,1017.58
3.97,6.931305776192334,6.931305776192334,5.863631175598097,1023.83
3.97,6.939941693984789,6.939941693984789,5.861925175752996,1032.71
3.97,7.027908836064482,7.027908836064482,6.283200889887803,1127.67
3.97,7.103675618438906,7.103667397627923,6.204759762367377,1216.42
3.97,7.27778662770091,7.27778662770091,6.259007685718876,1447.78
3.97,6.791345050594508,6.791333815964886,5.977872593588515,890.1
3.97,6.961172815568805,6.961172815568805,5.434158589459449,1054.87
3.97,7.046647277848756,7.046647277848756,5.409858741280944,1149.0
3.97,7.078645074813672,7.078645074813672,6.073044534100404,1186.36
3.97,7.057958176561297,7.057958176561297,5.828357209237831,1162.07
3.97,7.039835619339344,7.039826856595028,6.2361738763367525,1141.19
3.97,7.072430382265607,7.072430382265607,6.338770741042614,1179.01
3.97,5.466117326822971,5.466075049781511,6.670766320845874,236.53
3.97,6.853943025204887,6.853943025204887,6.47881681468833,947.61
3.97,6.674548765472087,6.674548765472087,7.26192709270275,791.99
3.97,7.226863341433771,7.226863341433771,5.90808293816893,1375.9
4.01,4.840637486991133,4.833341079016327,5.41610040220442,125.63
4.01,6.702439366742482,6.702267444156343,6.670766320845874,814.25
4.01,5.200925020539387,5.197446756163062,6.141607205537701,180.81
3.42,5.9923141860625595,5.991314535856857,6.18887994984946,399.94
3.42,5.562026879608908,5.559604127640286,6.4754327167040895,259.72
5.3,7.282314344394418,7.28224558279087,7.600902459542082,1454.25
5.3,6.790524590753823,6.790344673964852,6.84587987526405,889.22
5.3,7.1108838604570845,7.110794077364813,7.077582438194403,1225.12
5.3,6.914134885946176,6.914005704311649,6.544487219573761,1006.27
5.3,7.292105699419237,7.292037607822395,6.789309523775655,1468.56
5.3,6.635972802061367,6.635736559885791,6.3080984415095305,761.84
5.3,6.993244664997551,6.993125309699641,6.528834726096084,1089.12
5.3,6.841145280482693,6.840984935848282,6.0870019738170456,935.41
5.3,6.529958838421293,6.529769141862258,5.700443573390686,685.24
5.3,6.871620200358391,6.871526884374851,5.7698822763607245,964.42
5.3,6.5961902660670235,6.596012727434834,5.640842674882327,732.17
4.03,5.563447034529306,5.561911643470728,7.161311636704542,260.32
4.03,3.6883793290722537,3.6168462512141044,6.163314804034641,37.22
4.03,6.315104804913816,6.314724889756964,6.080162001869269,552.65
4.03,6.814707537932064,6.814575827562975,5.594711379601839,911.03
4.03,6.530236022524371,6.530017199354501,5.700443573390686,685.41
4.03,6.513482304628086,6.513259784062559,7.166265974133638,674.02
4.03,6.07209938712886,6.071545715580354,6.516340994096632,433.35
3.75,5.948504852667846,5.947956657131048,5.41610040220442,382.97
3.75,6.700558892997375,6.700435863014812,6.0748861552470546,812.76
3.75,7.248027429633766,7.2479847341239045,6.487379558138218,1405.27
3.75,6.597336679556486,6.597200270656957,5.640842674882327,733.04
3.12,5.577690011128676,5.577614382465377,5.741399338227508,264.44
3.12,5.497987561676604,5.49786470400706,7.600902459542082,244.17
