Mw,Rrup,log(Rrup),VS30,focal_depth,eq_name,eq_id
4.03,210.63,5.350103039697267,312.0,312.0,MtCarmel_2008-04-21,2853.0
4.03,210.63,5.350103039697267,312.0,312.0,MtCarmel_2008-04-21,2854.0
4.03,204.15,5.318855017765585,236.0,236.0,MtCarmel_2008-04-21,2855.0
4.03,59.96,4.093677673234397,705.0,705.0,MtCarmel_2008-04-21,2856.0
4.03,15.63,2.749192144433385,670.0,670.0,MtCarmel_2008-04-21,2857.0
4.03,664.57,6.499140214967862,789.0,789.0,MtCarmel_2008-04-21,2863.0
4.03,634.31,6.452537793926267,645.3,645.3,MtCarmel_2008-04-21,2864.0
4.03,873.99,6.773068933942482,403.7,403.7,MtCarmel_2008-04-21,2865.0
4.03,552.86,6.315104804913816,437.1,437.1,MtCarmel_2008-04-21,2866.0
4.03,459.86,6.130922095333855,538.4,538.4,MtCarmel_2008-04-21,2867.0
4.03,1268.88,7.1458899005953045,448.7,448.7,MtCarmel_2008-04-21,2868.0
4.03,1296.58,7.167485307664347,457.9,457.9,MtCarmel_2008-04-21,2869.0
4.03,664.57,6.499140214967862,789.0,789.0,MtCarmel_2008-04-21,2870.0
4.03,815.01,6.703200383104238,434.8,434.8,MtCarmel_2008-04-21,2871.0
4.03,1034.17,6.941354451612549,533.5,533.5,MtCarmel_2008-04-21,2872.0
4.03,911.15,6.814707537932064,269.0,269.0,MtCarmel_2008-04-21,2873.0
4.03,953.14,6.859761797376858,467.1,467.1,MtCarmel_2008-04-21,2874.0
4.03,854.67,6.750715429520851,564.6,564.6,MtCarmel_2008-04-21,2875.0
4.03,939.21,6.845039096376604,440.1,440.1,MtCarmel_2008-04-21,2876.0
4.03,939.21,6.845039096376604,440.1,440.1,MtCarmel_2008-04-21,2877.0
4.03,777.67,6.656302269670752,695.2,695.2,MtCarmel_2008-04-21,2878.0
4.03,1093.86,6.997468004043428,623.2,623.2,MtCarmel_2008-04-21,2879.0
4.03,1093.86,6.997468004043428,623.2,623.2,MtCarmel_2008-04-21,2880.0
4.03,754.6,6.62618780753021,651.2,651.2,MtCarmel_2008-04-21,2881.0
4.03,685.56,6.530236022524371,299.0,299.0,MtCarmel_2008-04-21,2882.0
4.03,685.56,6.530236022524371,299.0,299.0,MtCarmel_2008-04-21,2883.0
4.03,263.75,5.575001684790276,544.9,544.9,MtCarmel_2008-04-21,2884.0
4.03,1538.23,7.33838768374833,1500.0,1500.0,MtCarmel_2008-04-21,2885.0
4.03,1410.1,7.251415902843184,656.8,656.8,MtCarmel_2008-04-21,2886.0
4.03,763.99,6.638554700075623,639.6,639.6,MtCarmel_2008-04-21,2887.0
4.03,763.99,6.638554700075623,639.6,639.6,MtCarmel_2008-04-21,2888.0
4.03,1754.69,7.470047482120968,391.3,391.3,MtCarmel_2008-04-21,2889.0
4.03,1470.03,7.293038087727803,1043.0,1043.0,MtCarmel_2008-04-21,2890.0
4.03,1293.96,7.165462562681981,1425.0,1425.0,MtCarmel_2008-04-21,2891.0
4.03,609.1,6.411982457842439,570.0,570.0,MtCarmel_2008-04-21,2892.0
4.03,700.84,6.552279615618887,1290.4,1290.4,MtCarmel_2008-04-21,2893.0
4.03,674.17,6.513482304628086,1295.0,1295.0,MtCarmel_2008-04-21,2894.0
4.03,1761.78,7.474079940584923,362.1,362.1,MtCarmel_2008-04-21,2895.0
4.03,1816.43,7.504628315273267,969.9,969.9,MtCarmel_2008-04-21,2896.0
4.03,970.73,6.878048365772704,320.5,320.5,MtCarmel_2008-04-21,2897.0
4.03,1288.75,7.16142803533117,1503.0,1503.0,MtCarmel_2008-04-21,2898.0
4.03,910.97,6.814509965872501,266.5,266.5,MtCarmel_2008-04-21,2899.0
4.03,1244.11,7.126175693827213,334.6,334.6,MtCarmel_2008-04-21,2900.0
4.03,462.71,6.137100507955185,464.8,464.8,MtCarmel_2008-04-21,2901.0
4.03,1704.44,7.440991890019698,703.0,703.0,MtCarmel_2008-04-21,2902.0
4.03,595.74,6.389804330273558,368.0,368.0,MtCarmel_2008-04-21,2903.0
4.03,1545.78,7.343283916304687,1500.0,1500.0,MtCarmel_2008-04-21,2904.0
4.03,433.59,6.07209938712886,676.1,676.1,MtCarmel_2008-04-21,2905.0
4.03,736.94,6.602506477749084,281.7,281.7,MtCarmel_2008-04-21,2906.0
4.03,1061.3,6.967249850767777,1859.0,1859.0,MtCarmel_2008-04-21,2907.0
4.03,1061.3,6.967249850767777,1859.0,1859.0,MtCarmel_2008-04-21,2908.0
3.75,398.68,5.988159090099256,720.0,720.0,MtCarmel_2008-04-25,2910.0
3.75,1698.57,7.4375419995862675,1084.7,1084.7,MtCarmel_2008-04-25,2911.0
3.75,297.82,5.696489277162059,463.8,463.8,MtCarmel_2008-04-25,2912.0
3.75,888.99,6.790085986856712,940.0,940.0,MtCarmel_2008-04-25,2913.0
3.75,888.99,6.790085986856712,940.0,940.0,MtCarmel_2008-04-25,2914.0
3.75,139.99,4.941570991486734,1181.8,1181.8,MtCarmel_2008-04-25,2915.0
3.75,258.13,5.55346333398774,1288.6,1288.6,MtCarmel_2008-04-25,2916.0
3.75,959.13,6.866026623569084,484.2,484.2,MtCarmel_2008-04-25,2917.0
3.75,142.16,4.956953183846395,479.9,479.9,MtCarmel_2008-04-25,2918.0
3.75,179.03,5.187553389563181,410.7,410.7,MtCarmel_2008-04-25,2919.0
3.75,193.36,5.264553736395228,404.2,404.2,MtCarmel_2008-04-25,2920.0
3.75,193.03,5.262845617239783,569.8,569.8,MtCarmel_2008-04-25,2921.0
3.75,359.78,5.88549273353454,240.0,240.0,MtCarmel_2008-04-25,2922.0
3.75,187.78,5.2352710648304015,390.8,390.8,MtCarmel_2008-04-25,2923.0
3.75,62.01,4.127295662361786,325.0,325.0,MtCarmel_2008-04-25,2924.0
3.75,273.08,5.609764792550079,250.0,250.0,MtCarmel_2008-04-25,2925.0
3.75,333.38,5.809282980514942,200.0,200.0,MtCarmel_2008-04-25,2927.0
3.75,92.8,4.530446639792155,765.0,765.0,MtCarmel_2008-04-25,2928.0
3.75,311.05,5.739953670961029,250.0,250.0,MtCarmel_2008-04-25,2929.0
3.75,406.0,6.0063531596017325,225.0,225.0,MtCarmel_2008-04-25,2930.0
3.75,239.1,5.476881874464278,225.0,225.0,MtCarmel_2008-04-25,2931.0
3.75,243.97,5.497045266914458,250.0,250.0,MtCarmel_2008-04-25,2932.0
3.75,235.4,5.461286194826176,886.0,886.0,MtCarmel_2008-04-25,2933.0
3.75,298.07,5.697328358249735,250.0,250.0,MtCarmel_2008-04-25,2934.0
3.75,298.07,5.697328358249735,250.0,250.0,MtCarmel_2008-04-25,2935.0
3.75,383.18,5.948504852667846,225.0,225.0,MtCarmel_2008-04-25,2936.0
3.75,413.12,6.023738107658278,315.0,315.0,MtCarmel_2008-04-25,2938.0
3.75,257.8,5.5521840905050865,228.7,228.7,MtCarmel_2008-04-25,2939.0
3.75,39.18,3.6681664125163946,475.0,475.0,MtCarmel_2008-04-25,2940.0
3.75,39.18,3.6681664125163946,475.0,475.0,MtCarmel_2008-04-25,2941.0
3.75,39.18,3.6681664125163946,475.0,475.0,MtCarmel_2008-04-25,2942.0
3.75,367.62,5.907049795965618,541.3,541.3,MtCarmel_2008-04-25,2947.0
3.75,278.25,5.628519990155654,235.2,235.2,MtCarmel_2008-04-25,2949.0
3.75,393.39,5.974801486211442,361.7,361.7,MtCarmel_2008-04-25,2950.0
3.75,143.8,4.9684234452869465,762.0,762.0,MtCarmel_2008-04-25,2951.0
3.75,143.8,4.9684234452869465,762.0,762.0,MtCarmel_2008-04-25,2952.0
3.75,143.8,4.9684234452869465,762.0,762.0,MtCarmel_2008-04-25,2953.0
3.75,143.8,4.9684234452869465,762.0,762.0,MtCarmel_2008-04-25,2954.0
3.75,206.85,5.331993892907421,312.0,312.0,MtCarmel_2008-04-25,2955.0
3.75,58.34,4.066287964439575,705.0,705.0,MtCarmel_2008-04-25,2957.0
3.75,58.34,4.066287964439575,705.0,705.0,MtCarmel_2008-04-25,2958.0
3.75,58.34,4.066287964439575,705.0,705.0,MtCarmel_2008-04-25,2959.0
3.75,58.34,4.066287964439575,705.0,705.0,MtCarmel_2008-04-25,2960.0
3.75,249.67,5.520140045894831,300.0,300.0,MtCarmel_2008-04-25,2961.0
3.75,14.84,2.6973262377392344,670.0,670.0,MtCarmel_2008-04-25,2962.0
3.75,668.13,6.5044827653808674,789.0,789.0,MtCarmel_2008-04-25,2969.0
3.75,761.91,6.635828438474863,549.0,549.0,MtCarmel_2008-04-25,2971.0
3.75,705.33,6.558665778400992,357.0,357.0,MtCarmel_2008-04-25,2972.0
3.75,557.29,6.323085750757584,437.1,437.1,MtCarmel_2008-04-25,2973.0
3.75,464.56,6.141090721063795,538.4,538.4,MtCarmel_2008-04-25,2974.0
3.75,1292.09,7.164016341359165,457.9,457.9,MtCarmel_2008-04-25,2975.0
3.75,1088.8,6.992831451337256,684.6,684.6,MtCarmel_2008-04-25,2976.0
3.75,668.13,6.5044827653808674,789.0,789.0,MtCarmel_2008-04-25,2977.0
3.75,812.86,6.700558892997375,434.8,434.8,MtCarmel_2008-04-25,2978.0
3.75,1030.48,6.937779992087832,533.5,533.5,MtCarmel_2008-04-25,2979.0
3.75,915.27,6.819219103714613,269.0,269.0,MtCarmel_2008-04-25,2980.0
3.75,856.77,6.753169504514932,564.6,564.6,MtCarmel_2008-04-25,2981.0
3.75,937.94,6.843685981075459,440.1,440.1,MtCarmel_2008-04-25,2982.0
3.75,782.41,6.662378899825023,695.2,695.2,MtCarmel_2008-04-25,2984.0
3.75,1095.39,6.998865743222685,623.2,623.2,MtCarmel_2008-04-25,2985.0
3.75,1095.39,6.998865743222685,623.2,623.2,MtCarmel_2008-04-25,2986.0
3.75,685.93,6.53077558170304,299.0,299.0,MtCarmel_2008-04-25,2987.0
3.75,685.93,6.53077558170304,299.0,299.0,MtCarmel_2008-04-25,2988.0
3.75,264.14,5.576479265615658,544.9,544.9,MtCarmel_2008-04-25,2989.0
3.75,264.14,5.576479265615658,544.9,544.9,MtCarmel_2008-04-25,2990.0
3.75,1405.33,7.248027429633766,656.8,656.8,MtCarmel_2008-04-25,2991.0
3.75,760.41,6.633857761500972,639.6,639.6,MtCarmel_2008-04-25,2992.0
3.75,760.41,6.633857761500972,639.6,639.6,MtCarmel_2008-04-25,2993.0
3.75,607.1,6.408693522136388,570.0,570.0,MtCarmel_2008-04-25,2995.0
3.75,705.34,6.558679956061253,1290.4,1290.4,MtCarmel_2008-04-25,2996.0
3.75,669.39,6.506366849914521,1295.0,1295.0,MtCarmel_2008-04-25,2997.0
3.75,1757.15,7.4714484573375834,362.1,362.1,MtCarmel_2008-04-25,2998.0
3.75,1293.51,7.165114732558704,1503.0,1503.0,MtCarmel_2008-04-25,2999.0
3.75,459.0,6.129050210060545,464.8,464.8,MtCarmel_2008-04-25,3001.0
3.75,594.49,6.387703895131501,368.0,368.0,MtCarmel_2008-04-25,3002.0
3.75,435.96,6.077550496021111,676.1,676.1,MtCarmel_2008-04-25,3004.0
3.75,733.14,6.597336679556486,281.7,281.7,MtCarmel_2008-04-25,3005.0
3.75,1056.66,6.962868269035049,1859.0,1859.0,MtCarmel_2008-04-25,3006.0
3.75,1056.66,6.962868269035049,1859.0,1859.0,MtCarmel_2008-04-25,3007.0
2.97,458.58,6.128134758482847,2000.0,2000.0,Buckingham_2008-06-11,3022.0
2.97,430.39,6.064691774376913,2000.0,2000.0,Buckingham_2008-06-11,3023.0
2.97,433.55,6.072007129823169,966.0,966.0,Buckingham_2008-06-11,3024.0
2.97,42.08,3.739572568429454,2000.0,2000.0,Buckingham_2008-06-11,3025.0
2.97,211.1,5.352331954854275,354.0,354.0,Buckingham_2008-06-11,3026.0
2.97,211.24,5.352994927838732,2000.0,2000.0,Buckingham_2008-06-11,3027.0
2.97,527.27,6.26771275130897,500.0,500.0,Buckingham_2008-06-11,3028.0
2.97,501.52,6.217643486965713,311.5,311.5,Buckingham_2008-06-11,3030.0
2.97,314.24,5.750157025166101,1000.0,1000.0,Buckingham_2008-06-11,3031.0
2.97,408.61,6.012761155897063,500.0,500.0,Buckingham_2008-06-11,3033.0
2.97,215.64,5.373610350583467,2000.0,2000.0,Buckingham_2008-06-11,3034.0
2.97,458.29,6.127502171508313,2000.0,2000.0,Buckingham_2008-06-11,3036.0
2.97,378.33,5.935766830635893,2000.0,2000.0,Buckingham_2008-06-11,3037.0
2.97,440.71,6.088387062763634,2000.0,2000.0,Buckingham_2008-06-11,3039.0
2.97,138.07,4.927760802928061,2000.0,2000.0,Buckingham_2008-06-11,3040.0
2.97,29.01,3.3676405981333124,150.0,150.0,Buckingham_2008-06-11,3043.0
2.97,41.22,3.7189235754623127,1692.0,1692.0,Buckingham_2008-06-11,3044.0
2.97,228.12,5.429871806288338,1700.0,1700.0,Buckingham_2008-06-11,3045.0
2.97,146.44,4.986615788252036,591.0,591.0,Buckingham_2008-06-11,3046.0
2.97,345.49,5.844963699228794,403.0,403.0,Buckingham_2008-06-11,3047.0
2.97,343.29,5.838575570997733,2000.0,2000.0,Buckingham_2008-06-11,3049.0
2.97,403.94,6.0012663520802425,415.0,415.0,Buckingham_2008-06-11,3050.0
2.97,385.77,5.955241336950457,303.0,303.0,Buckingham_2008-06-11,3051.0
2.97,454.88,6.120033647902689,404.0,404.0,Buckingham_2008-06-11,3052.0
2.97,304.88,5.719918256565604,1137.0,1137.0,Buckingham_2008-06-11,3053.0
3.57,38.57,3.6524747722201365,2000.0,2000.0,RiviereDuLoup_2008-11-15,3054.0
3.57,61.16,4.113493381060861,2000.0,2000.0,RiviereDuLoup_2008-11-15,3055.0
3.57,30.4,3.414442608412176,2000.0,2000.0,RiviereDuLoup_2008-11-15,3056.0
3.57,20.5,3.0204248861443626,2000.0,2000.0,RiviereDuLoup_2008-11-15,3057.0
3.57,20.5,3.0204248861443626,2000.0,2000.0,RiviereDuLoup_2008-11-15,3058.0
3.57,922.72,6.827325829867102,966.0,966.0,RiviereDuLoup_2008-11-15,3059.0
3.57,457.15,6.1250115646104355,2000.0,2000.0,RiviereDuLoup_2008-11-15,3060.0
3.57,662.0,6.495265555937008,354.0,354.0,RiviereDuLoup_2008-11-15,3061.0
3.57,696.46,6.546010361563516,2000.0,2000.0,RiviereDuLoup_2008-11-15,3062.0
3.57,1010.03,6.917735312364478,500.0,500.0,RiviereDuLoup_2008-11-15,3063.0
3.57,280.7,5.637286483367837,2000.0,2000.0,RiviereDuLoup_2008-11-15,3064.0
3.57,982.38,6.889978198879456,311.5,311.5,RiviereDuLoup_2008-11-15,3067.0
3.57,780.17,6.659511844654214,1000.0,1000.0,RiviereDuLoup_2008-11-15,3068.0
3.57,967.56,6.874777438484931,500.0,500.0,RiviereDuLoup_2008-11-15,3069.0
3.57,690.4,6.537271139769218,2000.0,2000.0,RiviereDuLoup_2008-11-15,3070.0
3.57,416.33,6.031478215020292,2000.0,2000.0,RiviereDuLoup_2008-11-15,3071.0
3.57,704.23,6.557105007347188,2000.0,2000.0,RiviereDuLoup_2008-11-15,3075.0
3.57,678.84,6.520385459143064,2000.0,2000.0,RiviereDuLoup_2008-11-15,3080.0
3.57,366.9,5.9050893313612365,2000.0,2000.0,RiviereDuLoup_2008-11-15,3081.0
3.57,268.29,5.592068485026199,2000.0,2000.0,RiviereDuLoup_2008-11-15,3085.0
3.57,956.43,6.863207602720823,2000.0,2000.0,RiviereDuLoup_2008-11-15,3086.0
3.57,651.16,6.478755387740309,2000.0,2000.0,RiviereDuLoup_2008-11-15,3087.0
3.57,745.14,6.613572120187996,2000.0,2000.0,RiviereDuLoup_2008-11-15,3088.0
3.57,842.56,6.736444876307944,2000.0,2000.0,RiviereDuLoup_2008-11-15,3089.0
3.57,232.16,5.447426789135878,2000.0,2000.0,RiviereDuLoup_2008-11-15,3090.0
3.57,429.46,6.0625286055389855,2000.0,2000.0,RiviereDuLoup_2008-11-15,3092.0
3.57,50.95,3.9308447596687337,2000.0,2000.0,RiviereDuLoup_2008-11-15,3093.0
3.57,774.75,6.652540396667858,2000.0,2000.0,RiviereDuLoup_2008-11-15,3094.0
3.57,620.54,6.430590066708759,2000.0,2000.0,RiviereDuLoup_2008-11-15,3095.0
3.57,387.03,5.958502209405155,2000.0,2000.0,RiviereDuLoup_2008-11-15,3097.0
3.57,578.25,6.360006301111548,2000.0,2000.0,RiviereDuLoup_2008-11-15,3099.0
3.57,510.27,6.23493999739411,150.0,150.0,RiviereDuLoup_2008-11-15,3100.0
3.57,525.83,6.264977966582951,1692.0,1692.0,RiviereDuLoup_2008-11-15,3102.0
3.57,702.7,6.554930058198152,1700.0,1700.0,RiviereDuLoup_2008-11-15,3103.0
3.57,616.18,6.4235391286413455,591.0,591.0,RiviereDuLoup_2008-11-15,3104.0
3.57,834.61,6.726964549873354,403.0,403.0,RiviereDuLoup_2008-11-15,3105.0
3.57,637.17,6.457036495948265,2000.0,2000.0,RiviereDuLoup_2008-11-15,3106.0
3.57,782.62,6.6626472652892765,2000.0,2000.0,RiviereDuLoup_2008-11-15,3108.0
3.57,793.77,6.676793746739859,2000.0,2000.0,RiviereDuLoup_2008-11-15,3109.0
3.57,813.21,6.700989378776468,2000.0,2000.0,RiviereDuLoup_2008-11-15,3110.0
3.57,889.89,6.791097859582013,415.0,415.0,RiviereDuLoup_2008-11-15,3112.0
3.57,27.74,3.3228754148866853,2000.0,2000.0,RiviereDuLoup_2008-11-15,3113.0
3.57,884.15,6.784626731500986,2000.0,2000.0,RiviereDuLoup_2008-11-15,3114.0
3.57,861.31,6.758454486084166,2000.0,2000.0,RiviereDuLoup_2008-11-15,3116.0
3.57,874.54,6.773698033835694,303.0,303.0,RiviereDuLoup_2008-11-15,3118.0
3.57,1140.77,7.039458751979047,2000.0,2000.0,RiviereDuLoup_2008-11-15,3121.0
3.57,598.72,6.394794043085724,2000.0,2000.0,RiviereDuLoup_2008-11-15,3122.0
3.57,829.08,6.7203166522887035,2000.0,2000.0,RiviereDuLoup_2008-11-15,3124.0
3.57,792.64,6.675369146300994,1137.0,1137.0,RiviereDuLoup_2008-11-15,3125.0
3.57,572.27,6.349610907981668,1250.7,1250.7,RiviereDuLoup_2008-11-15,3126.0
3.57,437.71,6.08155659063452,1200.6,1200.6,RiviereDuLoup_2008-11-15,3127.0
3.57,379.31,5.938353812702711,494.5,494.5,RiviereDuLoup_2008-11-15,3130.0
3.57,497.16,6.208911905877311,888.3,888.3,RiviereDuLoup_2008-11-15,3131.0
3.57,489.89,6.194180876107148,375.6,375.6,RiviereDuLoup_2008-11-15,3132.0
3.57,176.54,5.173547479592086,665.9,665.9,RiviereDuLoup_2008-11-15,3133.0
3.57,353.35,5.867459067136863,694.5,694.5,RiviereDuLoup_2008-11-15,3134.0
3.57,423.95,6.0496155237500115,1043.0,1043.0,RiviereDuLoup_2008-11-15,3135.0
3.57,508.98,6.2324087230476986,1425.0,1425.0,RiviereDuLoup_2008-11-15,3136.0
3.57,543.82,6.298618309749357,1503.0,1503.0,RiviereDuLoup_2008-11-15,3137.0
3.57,277.18,5.624667114640657,703.0,703.0,RiviereDuLoup_2008-11-15,3138.0
3.16,460.94,6.133267882682344,789.0,789.0,PineForest_2008-12-16,3148.0
3.16,493.27,6.2010566914704635,676.1,676.1,PineForest_2008-12-16,3154.0
2.77,27.32,3.307619034702589,320.0,320.0,RoseHill_2009-01-29,3155.0
2.77,31.25,3.4420193761824103,215.0,215.0,RoseHill_2009-01-29,3156.0
2.77,21.15,3.0516399054922867,325.0,325.0,RoseHill_2009-01-29,3157.0
2.77,11.54,2.4458192610799534,266.5,266.5,RoseHill_2009-01-29,3158.0
2.18,172.51,5.1504552058056525,400.5,400.5,Palmetto_2009-05-06,3159.0
2.18,28.12,3.336481066942464,320.0,320.0,Palmetto_2009-05-06,3160.0
2.18,258.53,5.555011741373328,461.4,461.4,Palmetto_2009-05-06,3161.0
2.18,10.02,2.3045830956567186,266.5,266.5,Palmetto_2009-05-06,3162.0
2.57,386.15,5.956225895015272,966.0,966.0,ConstanceBay_2009-05-08,3163.0
2.57,89.47,4.493903373559505,2000.0,2000.0,ConstanceBay_2009-05-08,3164.0
2.57,172.23,5.148830792847654,354.0,354.0,ConstanceBay_2009-05-08,3165.0
2.57,163.89,5.099195471075736,2000.0,2000.0,ConstanceBay_2009-05-08,3166.0
2.57,479.0,6.171700597410915,500.0,500.0,ConstanceBay_2009-05-08,3167.0
2.57,299.33,5.701546643714624,2000.0,2000.0,ConstanceBay_2009-05-08,3168.0
2.57,424.69,6.05135949100952,500.0,500.0,ConstanceBay_2009-05-08,3169.0
2.57,268.92,5.5944139376008355,1000.0,1000.0,ConstanceBay_2009-05-08,3170.0
2.57,435.75,6.07706868440013,500.0,500.0,ConstanceBay_2009-05-08,3171.0
2.57,360.52,5.8875474336882085,500.0,500.0,ConstanceBay_2009-05-08,3172.0
2.57,170.18,5.136856700421411,2000.0,2000.0,ConstanceBay_2009-05-08,3173.0
2.57,283.34,5.646647589951205,500.0,500.0,ConstanceBay_2009-05-08,3174.0
2.57,332.63,5.807030761127753,2000.0,2000.0,ConstanceBay_2009-05-08,3175.0
2.57,42.35,3.7459684210980635,150.0,150.0,ConstanceBay_2009-05-08,3176.0
2.57,43.98,3.783734985126615,1700.0,1700.0,ConstanceBay_2009-05-08,3177.0
2.57,33.79,3.5201649007261984,1692.0,1692.0,ConstanceBay_2009-05-08,3178.0
2.57,191.68,5.255827314927084,1700.0,1700.0,ConstanceBay_2009-05-08,3179.0
2.57,105.36,4.657383057435025,591.0,591.0,ConstanceBay_2009-05-08,3180.0
2.57,298.56,5.698970917658979,403.0,403.0,ConstanceBay_2009-05-08,3181.0
2.57,102.96,4.634340563287871,2000.0,2000.0,ConstanceBay_2009-05-08,3182.0
2.57,259.67,5.5594115940907205,1137.0,1137.0,ConstanceBay_2009-05-08,3183.0
3.84,1109.66,7.011808941078715,523.5,523.5,Jones_2010-01-15,3184.0
3.84,1109.66,7.011808941078715,523.5,523.5,Jones_2010-01-15,3185.0
3.84,954.35,6.861030480475901,929.6,929.6,Jones_2010-01-15,3186.0
3.84,479.17,6.172055440500938,533.3,533.3,Jones_2010-01-15,3187.0
3.84,883.01,6.783336525568145,475.0,475.0,Jones_2010-01-15,3188.0
3.84,626.61,6.440324337535335,543.6,543.6,Jones_2010-01-15,3189.0
3.84,455.57,6.121549382170587,1288.0,1288.0,Jones_2010-01-15,3191.0
3.84,891.24,6.792613751469205,317.3,317.3,Jones_2010-01-15,3192.0
3.84,819.53,6.708731005201454,444.6,444.6,Jones_2010-01-15,3193.0
3.84,754.82,6.6264793102286745,379.5,379.5,Jones_2010-01-15,3194.0
3.84,703.16,6.55558446193169,361.4,361.4,Jones_2010-01-15,3195.0
3.84,648.07,6.473998715209386,328.5,328.5,Jones_2010-01-15,3196.0
3.84,583.58,6.3691815460134205,383.4,383.4,Jones_2010-01-15,3197.0
3.84,536.94,6.285886356422822,250.8,250.8,Jones_2010-01-15,3198.0
3.84,476.89,6.167285856327778,513.4,513.4,Jones_2010-01-15,3199.0
3.84,433.9,6.072814092804305,453.2,453.2,Jones_2010-01-15,3200.0
3.84,365.09,5.900143898530254,487.7,487.7,Jones_2010-01-15,3201.0
3.84,343.95,5.840496297972023,537.0,537.0,Jones_2010-01-15,3202.0
3.84,337.52,5.821624767816083,318.5,318.5,Jones_2010-01-15,3203.0
3.84,857.17,6.753636265320167,478.4,478.4,Jones_2010-01-15,3204.0
3.84,798.31,6.682496993192361,1468.8,1468.8,Jones_2010-01-15,3205.0
3.84,747.83,6.617175679416844,407.2,407.2,Jones_2010-01-15,3206.0
3.84,684.87,6.52922903922963,339.1,339.1,Jones_2010-01-15,3207.0
3.84,625.79,6.439014851560926,314.7,314.7,Jones_2010-01-15,3208.0
3.84,582.53,6.3673806862595885,277.2,277.2,Jones_2010-01-15,3209.0
3.84,544.53,6.299923037273996,612.7,612.7,Jones_2010-01-15,3210.0
3.84,495.09,6.204739564223586,526.0,526.0,Jones_2010-01-15,3211.0
3.84,467.21,6.146778835394541,422.0,422.0,Jones_2010-01-15,3212.0
3.84,425.22,6.05260668205022,533.2,533.2,Jones_2010-01-15,3213.0
3.84,406.95,6.00869032777305,376.5,376.5,Jones_2010-01-15,3214.0
3.84,783.73,6.664064573280224,377.0,377.0,Jones_2010-01-15,3216.0
3.84,744.56,6.612793439877454,336.5,336.5,Jones_2010-01-15,3217.0
3.84,695.62,6.544803534223204,325.7,325.7,Jones_2010-01-15,3218.0
3.84,632.21,6.449221617435601,254.8,254.8,Jones_2010-01-15,3219.0
3.84,590.19,6.380444518956284,565.5,565.5,Jones_2010-01-15,3220.0
3.84,559.53,6.327097145617465,406.4,406.4,Jones_2010-01-15,3221.0
3.84,521.48,6.256670922794578,480.9,480.9,Jones_2010-01-15,3222.0
3.84,500.58,6.215767426142038,514.9,514.9,Jones_2010-01-15,3223.0
3.84,482.06,6.178068587631244,388.3,388.3,Jones_2010-01-15,3224.0
3.84,479.27,6.172264112927721,515.9,515.9,Jones_2010-01-15,3225.0
3.84,895.41,6.797281713937488,1055.8,1055.8,Jones_2010-01-15,3226.0
3.84,834.58,6.726928604294955,1500.0,1500.0,Jones_2010-01-15,3227.0
3.84,777.25,6.655762048938863,390.6,390.6,Jones_2010-01-15,3228.0
3.84,739.89,6.606501526500261,487.2,487.2,Jones_2010-01-15,3229.0
3.84,700.79,6.552208270113979,556.8,556.8,Jones_2010-01-15,3230.0
3.84,649.8,6.476664623235,431.8,431.8,Jones_2010-01-15,3231.0
3.84,628.51,6.4433519388026905,560.3,560.3,Jones_2010-01-15,3232.0
3.84,574.83,6.3540743449097175,507.7,507.7,Jones_2010-01-15,3233.0
3.84,564.11,6.335249267942109,524.9,524.9,Jones_2010-01-15,3234.0
3.84,539.3,6.290272002343181,531.2,531.2,Jones_2010-01-15,3235.0
3.84,885.92,6.786626653074657,450.1,450.1,Jones_2010-01-15,3236.0
3.84,847.43,6.742208239973172,463.3,463.3,Jones_2010-01-15,3237.0
3.84,794.17,6.677297544123212,1168.0,1168.0,Jones_2010-01-15,3238.0
3.84,764.14,6.638751018452308,424.5,424.5,Jones_2010-01-15,3239.0
3.84,714.9,6.572142672772806,592.2,592.2,Jones_2010-01-15,3240.0
3.84,676.88,6.517494004616245,548.3,548.3,Jones_2010-01-15,3241.0
3.84,655.72,6.485733868558255,538.4,538.4,Jones_2010-01-15,3242.0
3.84,635.64,6.454632365344436,549.5,549.5,Jones_2010-01-15,3243.0
3.84,628.78,6.443781433993379,628.0,628.0,Jones_2010-01-15,3244.0
3.84,619.01,6.428121427642957,419.8,419.8,Jones_2010-01-15,3245.0
3.84,613.39,6.419000948971456,376.0,376.0,Jones_2010-01-15,3246.0
3.84,929.92,6.835098560941863,1038.9,1038.9,Jones_2010-01-15,3247.0
3.84,891.9,6.7933540186721615,492.8,492.8,Jones_2010-01-15,3248.0
3.84,859.5,6.756350824822904,1121.8,1121.8,Jones_2010-01-15,3249.0
3.84,754.01,6.625405630519478,441.1,441.1,Jones_2010-01-15,3250.0
3.84,716.64,6.57457362245899,531.3,531.3,Jones_2010-01-15,3251.0
3.84,705.01,6.558211987108834,531.0,531.0,Jones_2010-01-15,3252.0
3.84,697.9,6.548075826023106,522.7,522.7,Jones_2010-01-15,3253.0
3.84,691.32,6.538602813532292,503.1,503.1,Jones_2010-01-15,3254.0
3.84,804.4,6.690096657898497,468.7,468.7,Jones_2010-01-15,3255.0
3.84,787.61,6.669003043484773,505.3,505.3,Jones_2010-01-15,3256.0
3.84,759.61,6.632805143675067,345.5,345.5,Jones_2010-01-15,3257.0
3.84,851.72,6.747257834318198,495.3,495.3,Jones_2010-01-15,3258.0
